"","match_id","team","yellow_cards","red_cards","crosses","corners","fouls_committed","shots_on_target","shots_off_target","team_goals","opponent_team_api_id","opponent_goals","goal_difference","date"
"12464","10068",9789,1,0,22,10,13,7,5,NA,NA,NA,NA,2016-02-13
"12465","10068",9904,1,0,13,3,9,1,4,NA,NA,NA,NA,2016-02-13
"12466","10070",9788,1,0,15,6,9,5,4,3,9790,2,1,2016-02-14
"12467","10070",9790,3,0,9,3,15,6,5,2,9788,3,-1,2016-02-14
"12468","10071",8177,3,0,11,1,12,3,3,NA,NA,NA,NA,2016-02-13
"12469","10071",10269,3,0,15,10,11,6,3,NA,NA,NA,NA,2016-02-13
"12470","10072",9823,1,0,18,5,8,10,9,3,8406,1,2,2016-02-14
"12471","10073",8226,4,0,15,2,18,8,1,1,8697,1,0,2016-02-13
"12472","10073",8697,1,0,31,6,13,8,6,1,8226,1,0,2016-02-13
"12473","10074",8722,2,0,14,4,16,4,3,3,9810,1,2,2016-02-13
"12474","10074",9810,6,0,13,8,19,9,3,1,8722,3,-2,2016-02-13
"12475","10075",9905,3,0,10,5,6,5,4,2,10189,1,1,2016-02-12
"12476","10075",10189,1,0,9,7,16,4,5,1,9905,2,-1,2016-02-12
"12477","10075",NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-12
"12478","10076",8178,3,0,18,6,16,5,8,1,8262,2,-1,2016-02-13
"12479","10076",8262,6,0,15,3,20,6,3,2,8178,1,1,2016-02-13
"12480","10077",9823,2,0,24,18,11,20,9,4,8262,1,3,2016-02-20
"12481","10078",10189,3,0,12,4,15,6,8,1,10269,1,0,2016-02-21
"12482","10078",10269,1,0,19,13,17,11,8,1,10189,1,0,2016-02-21
"12483","10079",8178,5,0,23,8,20,8,3,NA,NA,NA,NA,2016-02-21
"12484","10079",9789,1,0,9,1,11,3,3,NA,NA,NA,NA,2016-02-21
"12485","10079",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-21
"12486","10080",8722,3,0,12,4,19,7,2,NA,NA,NA,NA,2016-02-20
"12487","10080",9788,2,0,9,4,17,7,7,NA,NA,NA,NA,2016-02-20
"12488","10081",9790,3,0,15,3,21,3,7,NA,NA,NA,NA,2016-02-19
"12489","10081",9810,2,0,16,3,12,2,5,NA,NA,NA,NA,2016-02-19
"12490","10082",8406,2,0,13,2,15,6,5,NA,NA,NA,NA,2016-02-21
"12491","10082",9904,2,0,15,5,11,10,3,NA,NA,NA,NA,2016-02-21
"12492","10083",8177,3,0,17,3,17,5,1,1,8721,1,0,2016-02-20
"12493","10083",8721,2,0,20,5,16,7,4,1,8177,1,0,2016-02-20
"12494","10084",8226,1,0,9,6,8,4,6,3,9905,2,1,2016-02-20
"12495","10084",9905,2,0,13,2,14,5,4,2,8226,3,-1,2016-02-20
"12496","10085",8234,2,0,14,NA,14,3,3,NA,NA,NA,NA,2016-02-20
"12497","10085",8697,2,0,12,4,22,2,6,NA,NA,NA,NA,2016-02-20
"12498","10086",8226,0,1,9,7,11,5,3,1,9789,3,-2,2016-02-28
"12499","10087",9823,1,0,25,7,10,4,7,NA,NA,NA,NA,2016-02-27
"12500","10088",8234,5,0,12,5,12,6,6,1,9790,1,0,2016-02-27
"12501","10088",9790,3,0,3,2,17,2,4,1,8234,1,0,2016-02-27
"12502","10089",9904,3,0,10,1,11,8,2,2,10269,1,1,2016-02-27
"12503","10089",10269,1,0,33,17,18,10,8,1,9904,2,-1,2016-02-27
"12504","10091",8262,3,0,12,2,23,2,4,2,8697,2,0,2016-02-27
"12505","10091",8697,3,0,23,4,24,10,1,2,8262,2,0,2016-02-27
"12506","10092",9810,1,0,22,5,12,5,3,NA,NA,NA,NA,2016-02-28
"12507","10092",10189,2,0,19,3,13,2,4,NA,NA,NA,NA,2016-02-28
"12508","10093",8177,2,0,13,8,10,7,3,NA,NA,NA,NA,2016-02-26
"12509","10093",8722,2,0,17,2,15,7,10,NA,NA,NA,NA,2016-02-26
"12510","10094",8178,1,0,15,12,18,3,4,1,9905,3,-2,2016-02-28
"12511","10094",9905,1,0,13,1,16,5,3,3,8178,1,2,2016-02-28
"12512","10095",9823,1,0,32,11,10,9,6,1,9905,2,-1,2016-03-02
"12513","10095",9905,2,0,6,NA,12,1,2,2,9823,1,1,2016-03-02
"12514","10096",9790,1,0,15,6,16,1,2,2,10189,4,-2,2016-03-02
"12515","10096",10189,2,0,23,8,13,9,10,4,9790,2,2,2016-03-02
"12516","10097",8178,1,0,20,9,15,11,3,NA,NA,NA,NA,2016-03-02
"12517","10097",8697,1,0,3,6,9,4,2,NA,NA,NA,NA,2016-03-02
"12518","10098",9788,1,0,7,2,9,5,6,3,10269,1,2,2016-03-02
"12519","10098",10269,2,0,17,4,14,3,4,1,9788,3,-2,2016-03-02
"12520","10099",8721,1,0,16,7,8,9,8,NA,NA,NA,NA,2016-03-01
"12521","10099",9904,2,0,12,1,5,4,2,NA,NA,NA,NA,2016-03-01
"12522","10100",8177,3,0,11,2,17,4,4,NA,NA,NA,NA,2016-03-02
"12523","10100",9810,2,0,16,3,15,6,5,NA,NA,NA,NA,2016-03-02
"12524","10101",8226,2,0,14,7,9,6,5,2,8406,1,1,2016-03-02
"12525","10101",8406,4,0,20,6,15,2,8,1,8226,2,-1,2016-03-02
"12526","10102",8234,2,0,22,7,13,5,7,1,8722,1,0,2016-03-01
"12527","10102",8722,1,0,9,2,19,2,4,1,8234,1,0,2016-03-01
"12528","10103",9789,1,0,14,4,15,5,5,NA,NA,NA,NA,2016-03-02
"12529","10104",9789,1,0,7,2,10,4,7,NA,NA,NA,NA,2016-03-05
"12530","10104",9823,1,0,20,6,12,5,12,NA,NA,NA,NA,2016-03-05
"12531","10105",8721,2,0,8,1,15,5,4,2,9788,1,1,2016-03-05
"12532","10105",9788,3,0,7,3,12,10,5,1,8721,2,-1,2016-03-05
"12533","10106",8177,1,0,16,2,9,2,NA,NA,NA,NA,NA,2016-03-06
"12534","10106",9790,4,0,14,3,12,5,6,NA,NA,NA,NA,2016-03-06
"12535","10107",8226,2,0,10,1,8,7,6,1,10269,5,-4,2016-03-05
"12536","10107",10269,1,0,19,11,17,10,7,5,8226,1,4,2016-03-05
"12537","10108",8178,1,0,22,5,14,9,7,2,8406,4,-2,2016-03-05
"12538","10108",8406,2,1,11,NA,10,4,3,4,8178,2,2,2016-03-05
"12539","10109",8697,2,0,10,4,16,4,8,4,9904,1,3,2016-03-05
"12540","10109",9904,2,0,13,4,14,6,9,1,8697,4,-3,2016-03-05
"12541","10110",8234,5,0,7,2,24,5,3,1,9810,1,0,2016-03-05
"12542","10110",9810,5,0,30,8,21,4,12,1,8234,1,0,2016-03-05
"12543","10111",8722,1,0,26,7,13,8,7,1,10189,3,-2,2016-03-05
"12544","10112",8262,5,0,17,1,16,3,7,NA,NA,NA,NA,2016-03-06
"12545","10112",9905,0,1,8,3,15,7,4,NA,NA,NA,NA,2016-03-06
"12546","10113",8697,3,0,7,4,9,1,1,NA,NA,NA,NA,2016-03-12
"12547","10113",9823,1,0,20,11,8,10,6,NA,NA,NA,NA,2016-03-12
"12548","10115",8178,5,0,21,5,18,5,6,NA,NA,NA,NA,2016-03-13
"12549","10115",9790,2,0,18,7,17,7,3,NA,NA,NA,NA,2016-03-13
"12550","10116",9788,1,0,14,1,7,6,6,NA,NA,NA,NA,2016-03-12
"12551","10116",9810,3,0,9,1,20,NA,4,NA,NA,NA,NA,2016-03-12
"12552","10117",8722,1,0,8,1,11,6,NA,NA,NA,NA,NA,2016-03-12
"12553","10117",9904,1,0,14,9,17,3,11,NA,NA,NA,NA,2016-03-12
"12554","10118",8177,2,0,14,5,13,4,6,NA,NA,NA,NA,2016-03-11
"12555","10118",10189,1,0,14,5,11,9,6,NA,NA,NA,NA,2016-03-11
"12556","10119",8226,1,0,11,3,8,2,4,NA,NA,NA,NA,2016-03-12
"12557","10119",8721,1,0,28,5,19,11,3,NA,NA,NA,NA,2016-03-12
"12558","10120",8234,2,0,16,3,12,6,10,3,10269,3,0,2016-03-12
"12559","10120",10269,3,0,19,7,20,5,7,3,8234,3,0,2016-03-12
"12560","10121",8262,2,0,18,3,14,5,3,2,8406,3,-1,2016-03-12
"12561","10121",8406,1,0,7,8,15,5,9,3,8262,2,1,2016-03-12
"12562","10122",10189,1,0,9,2,11,3,2,1,9788,2,-1,2016-03-18
"12563","10123",8262,1,0,13,1,16,4,6,1,8721,1,0,2016-03-19
"12564","10123",8721,1,0,19,8,15,5,12,1,8262,1,0,2016-03-19
"12565","10124",8226,1,0,5,3,18,6,4,3,9790,1,2,2016-03-19
"12566","10124",9790,3,0,23,10,12,11,9,1,8226,3,-2,2016-03-19
"12567","10125",8178,3,0,10,9,23,9,5,NA,NA,NA,NA,2016-03-20
"12568","10125",10269,3,0,15,2,16,5,8,NA,NA,NA,NA,2016-03-20
"12569","10125",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-20
"12570","10126",8406,4,0,11,2,16,4,1,1,9789,3,-2,2016-03-20
"12571","10126",9789,1,0,19,3,6,5,5,3,8406,1,2,2016-03-20
"12572","10127",8697,2,0,8,1,6,2,6,1,9905,1,0,2016-03-19
"12573","10127",9905,2,0,17,5,17,3,3,1,8697,1,0,2016-03-19
"12574","10128",9810,1,0,16,13,15,6,2,NA,NA,NA,NA,2016-03-19
"12575","10128",9904,3,0,7,3,19,5,1,NA,NA,NA,NA,2016-03-19
"12576","10129",8722,1,0,15,NA,22,2,5,NA,NA,NA,NA,2016-03-19
"12577","10129",9823,1,0,19,5,14,3,5,NA,NA,NA,NA,2016-03-19
"12578","10130",8177,2,0,12,3,14,1,4,2,8234,1,1,2016-03-19
"12579","10130",8234,3,0,21,6,22,3,5,1,8177,2,-1,2016-03-19
"12580","10131",9810,5,0,16,1,17,NA,4,NA,NA,NA,NA,2016-04-02
"12581","10131",9823,2,0,19,5,16,11,7,NA,NA,NA,NA,2016-04-02
"12582","10132",8697,3,0,17,2,7,3,3,2,9789,3,-1,2016-04-02
"12583","10132",9789,1,0,17,11,13,9,12,3,8697,2,1,2016-04-02
"12584","10133",8721,4,0,7,2,19,8,2,NA,NA,NA,NA,2016-04-01
"12585","10134",8177,2,0,12,6,11,2,4,NA,NA,NA,NA,2016-04-03
"12586","10134",9788,1,0,14,7,15,5,6,NA,NA,NA,NA,2016-04-03
"12587","10135",9790,1,0,14,4,8,3,2,NA,NA,NA,NA,2016-04-02
"12588","10135",9904,1,0,29,5,15,8,6,NA,NA,NA,NA,2016-04-02
"12589","10136",8226,2,0,19,4,11,7,7,1,8722,1,0,2016-04-03
"12590","10136",8722,1,0,22,8,11,NA,7,1,8226,1,0,2016-04-03
"12591","10137",8406,2,0,9,4,12,6,4,2,9905,4,-2,2016-04-02
"12592","10137",9905,1,0,14,4,19,5,8,4,8406,2,2,2016-04-02
"12593","10138",8234,1,0,13,5,12,4,5,NA,NA,NA,NA,2016-04-02
"12594","10138",10189,5,0,15,6,23,2,4,NA,NA,NA,NA,2016-04-02
"12595","10139",8262,4,0,26,6,16,5,6,2,10269,2,0,2016-04-02
"12596","10139",10269,1,0,13,3,18,2,5,2,8262,2,0,2016-04-02
"12597","10140",9789,3,0,17,9,13,6,8,2,10189,2,0,2016-04-10
"12598","10140",10189,5,0,5,1,22,4,5,2,9789,2,0,2016-04-10
"12599","10141",8721,3,0,15,7,10,6,8,1,9905,1,0,2016-04-09
"12600","10141",9905,2,0,21,12,11,6,3,1,8721,1,0,2016-04-09
"12601","10142",8262,2,0,16,1,19,2,5,2,9790,1,1,2016-04-09
"12602","10142",9790,3,0,22,5,15,3,6,1,8262,2,-1,2016-04-09
"12603","10143",9823,3,0,9,4,15,5,4,2,10269,2,0,2016-04-09
"12604","10143",10269,1,0,14,7,8,2,4,2,9823,2,0,2016-04-09
"12605","10144",8406,5,0,7,NA,18,2,NA,2,8697,1,1,2016-04-09
"12606","10144",8697,2,0,28,10,16,10,5,1,8406,2,-1,2016-04-09
"12607","10145",8226,4,0,13,4,21,4,NA,NA,NA,NA,NA,2016-04-09
"12608","10145",9810,3,0,29,8,22,4,8,NA,NA,NA,NA,2016-04-09
"12609","10146",8178,3,0,14,8,11,3,5,NA,NA,NA,NA,2016-04-10
"12610","10146",8722,1,1,21,8,10,9,5,NA,NA,NA,NA,2016-04-10
"12611","10147",8177,3,0,22,7,10,9,2,2,9904,2,0,2016-04-08
"12612","10147",9904,4,0,11,4,21,3,6,2,8177,2,0,2016-04-08
"12613","10148",8234,1,0,24,5,7,9,4,NA,NA,NA,NA,2016-04-09
"12614","10148",9788,1,0,16,3,11,3,4,NA,NA,NA,NA,2016-04-09
"12615","10149",8178,3,0,11,5,15,6,5,NA,NA,NA,NA,2015-08-29
"12616","10149",9823,2,0,17,7,12,3,7,NA,NA,NA,NA,2015-08-29
"12617","10150",8177,2,0,7,1,12,3,NA,1,9789,3,-2,2015-08-30
"12618","10151",8721,1,0,19,2,11,4,2,NA,NA,NA,NA,2015-08-28
"12619","10151",10189,2,0,8,3,16,3,7,NA,NA,NA,NA,2015-08-28
"12620","10152",9810,3,0,10,1,17,1,2,3,10269,2,1,2015-08-29
"12621","10152",10269,3,1,19,6,20,5,9,2,9810,3,-1,2015-08-29
"12622","10153",8234,3,0,9,4,14,7,7,NA,NA,NA,NA,2015-08-29
"12623","10153",8406,3,0,15,3,22,4,5,NA,NA,NA,NA,2015-08-29
"12624","10154",8697,3,0,17,5,17,7,10,3,9788,1,2,2015-08-30
"12625","10154",9788,2,0,12,6,18,5,3,1,8697,3,-2,2015-08-30
"12626","10155",8722,3,0,16,3,17,1,3,2,9790,1,1,2015-08-29
"12627","10155",9790,2,1,15,8,10,8,8,1,8722,2,-1,2015-08-29
"12628","10156",9904,2,0,8,5,12,4,5,NA,NA,NA,NA,2015-08-29
"12629","10157",8226,2,0,20,6,16,8,4,NA,NA,NA,NA,2015-08-29
"12630","10157",8262,3,0,10,4,13,3,3,NA,NA,NA,NA,2015-08-29
"12631","10159",9790,0,1,7,NA,16,2,4,NA,NA,NA,NA,2016-04-17
"12632","10160",8178,4,0,8,3,15,6,3,NA,NA,NA,NA,2016-04-16
"12633","10160",9810,3,0,14,2,20,9,1,NA,NA,NA,NA,2016-04-16
"12634","10161",8406,2,0,14,4,14,7,3,NA,NA,NA,NA,2016-04-16
"12635","10162",8697,1,0,30,7,16,6,8,3,8721,3,0,2016-04-16
"12636","10162",8721,5,0,12,1,15,1,4,3,8697,3,0,2016-04-16
"12637","10163",9904,2,0,18,5,22,5,4,NA,NA,NA,NA,2016-04-15
"12638","10164",8226,2,0,13,3,11,9,4,2,8177,1,1,2016-04-16
"12639","10165",8722,2,0,15,7,10,5,3,3,9905,2,1,2016-04-17
"12640","10165",9905,1,0,16,6,12,7,4,2,8722,3,-1,2016-04-17
"12641","10166",8234,3,0,17,4,22,4,3,NA,NA,NA,NA,2016-04-16
"12642","10166",8262,2,0,14,2,20,2,2,NA,NA,NA,NA,2016-04-16
"12643","10167",8178,3,0,11,4,16,5,5,3,10189,3,0,2016-04-23
"12644","10167",10189,3,0,12,6,18,7,7,3,8178,3,0,2016-04-23
"12645","10168",8226,2,0,8,3,10,7,4,2,9788,2,0,2016-04-24
"12646","10168",9788,1,0,9,12,14,11,8,2,8226,2,0,2016-04-24
"12647","10169",8406,2,0,3,1,19,3,1,NA,NA,NA,NA,2016-04-23
"12648","10170",8697,4,0,25,4,11,9,9,2,9790,2,0,2016-04-22
"12649","10170",9790,3,0,15,5,20,6,3,2,8697,2,0,2016-04-22
"12650","10171",9789,1,0,5,4,10,6,5,NA,NA,NA,NA,2016-04-23
"12651","10172",9810,4,0,17,5,22,4,2,1,9905,2,-1,2016-04-24
"12652","10172",9905,4,0,6,2,22,2,2,2,9810,1,1,2016-04-24
"12653","10173",8262,2,0,14,6,15,4,7,1,8722,4,-3,2016-04-23
"12654","10173",8722,2,0,11,3,13,5,6,4,8262,1,3,2016-04-23
"12655","10174",9823,4,0,11,3,17,4,NA,NA,NA,NA,NA,2016-04-23
"12656","10175",8234,2,1,15,2,11,1,3,2,9904,2,0,2016-04-23
"12657","10175",9904,2,0,24,7,13,2,5,2,8234,2,0,2016-04-23
"12658","10176",9788,1,0,7,5,13,2,5,1,9823,1,0,2016-04-30
"12659","10176",9823,2,0,17,7,10,4,3,1,9788,1,0,2016-04-30
"12660","10177",9789,2,0,19,7,8,8,4,5,8721,1,4,2016-04-30
"12661","10178",8177,6,0,14,4,20,2,5,1,8178,2,-1,2016-04-30
"12662","10178",8178,1,0,13,6,11,6,6,2,8177,1,1,2016-04-30
"12663","10179",8406,3,0,15,5,10,4,8,NA,NA,NA,NA,2016-04-29
"12664","10179",8722,3,0,5,5,14,3,5,NA,NA,NA,NA,2016-04-29
"12665","10180",8697,1,0,16,3,12,7,5,5,10269,3,2,2016-05-02
"12666","10180",10269,1,0,16,5,15,4,7,3,8697,5,-2,2016-05-02
"12667","10182",8226,3,0,7,2,16,6,1,3,8234,1,2,2016-04-30
"12668","10182",8234,4,0,10,7,20,7,4,1,8226,3,-2,2016-04-30
"12669","10183",9790,3,0,13,4,27,5,2,NA,NA,NA,NA,2016-04-30
"12670","10184",8262,2,0,21,4,14,4,3,2,9810,2,0,2016-04-30
"12671","10184",9810,2,0,16,8,12,2,7,2,8262,2,0,2016-04-30
"12672","10185",8406,5,0,8,2,18,1,3,1,10189,1,0,2016-05-07
"12673","10185",10189,1,0,17,9,8,8,10,1,8406,1,0,2016-05-07
"12674","10186",8178,2,0,20,3,9,8,3,1,9788,2,-1,2016-05-07
"12675","10186",9788,2,0,9,6,15,6,6,2,8178,1,1,2016-05-07
"12676","10188",9905,2,0,9,9,18,10,7,3,10269,1,2,2016-05-07
"12677","10188",10269,3,0,20,6,12,4,4,1,9905,3,-2,2016-05-07
"12678","10189",9789,3,0,27,5,12,12,4,NA,NA,NA,NA,2016-05-07
"12679","10189",9810,5,0,9,3,19,2,2,NA,NA,NA,NA,2016-05-07
"12680","10190",8697,2,0,18,7,19,4,9,NA,NA,NA,NA,2016-05-07
"12681","10190",8722,3,0,17,8,19,6,4,NA,NA,NA,NA,2016-05-07
"12682","10191",8226,2,0,13,5,16,8,7,NA,NA,NA,NA,2016-05-07
"12683","10191",9904,3,0,8,3,17,8,6,NA,NA,NA,NA,2016-05-07
"12684","10192",8177,3,0,21,10,15,8,4,1,8262,2,-1,2016-05-07
"12685","10192",8262,2,0,15,1,23,1,3,2,8177,1,1,2016-05-07
"12686","10192",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-07
"12687","10193",8234,2,0,23,4,17,6,9,1,9823,2,-1,2016-05-07
"12688","10193",9823,3,0,11,3,15,4,4,2,8234,1,1,2016-05-07
"12689","10194",9904,1,0,14,5,13,6,10,1,9823,3,-2,2016-05-14
"12690","10195",9789,1,0,27,2,7,7,4,2,8722,2,0,2016-05-14
"12691","10196",8178,1,0,7,2,17,4,2,3,8234,2,1,2016-05-14
"12692","10196",8234,1,0,21,4,12,4,13,2,8178,3,-1,2016-05-14
"12693","10196",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-14
"12694","10197",8721,2,0,11,7,8,6,8,3,10269,1,2,2016-05-14
"12695","10197",10269,2,0,17,9,11,5,4,1,8721,3,-2,2016-05-14
"12696","10198",8406,3,0,12,2,11,7,3,1,9790,3,-2,2016-05-14
"12697","10198",9790,3,0,8,4,23,5,5,3,8406,1,2,2016-05-14
"12698","10199",8697,4,0,21,6,17,5,9,NA,NA,NA,NA,2016-05-14
"12699","10199",9810,2,0,6,4,13,2,1,NA,NA,NA,NA,2016-05-14
"12700","10200",8226,1,0,9,7,15,8,5,2,10189,3,-1,2016-05-14
"12701","10200",10189,1,0,5,2,11,6,4,3,8226,2,1,2016-05-14
"12702","10201",8177,4,0,19,2,19,7,4,NA,NA,NA,NA,2016-05-14
"12703","10201",9905,3,0,13,2,10,4,3,NA,NA,NA,NA,2016-05-14
"12704","10202",8262,3,0,15,3,11,2,3,NA,NA,NA,NA,2016-05-14
"12705","10203",8406,1,0,9,NA,10,NA,3,1,9823,2,-1,2015-09-12
"12706","10204",9905,3,0,11,7,20,7,6,1,10189,3,-2,2015-09-13
"12707","10204",10189,1,0,24,5,18,10,10,3,9905,1,2,2015-09-13
"12708","10205",8178,3,0,16,10,15,6,7,NA,NA,NA,NA,2015-09-12
"12709","10205",8262,1,0,10,4,17,1,1,NA,NA,NA,NA,2015-09-12
"12710","10206",9788,2,0,13,5,17,7,5,NA,NA,NA,NA,2015-09-11
"12711","10206",9790,1,0,9,2,19,2,6,NA,NA,NA,NA,2015-09-11
"12712","10207",8722,1,0,15,2,14,7,5,2,9810,6,-4,2015-09-12
"12713","10207",9810,2,0,16,4,14,8,3,6,8722,2,4,2015-09-12
"12714","10208",9789,1,0,21,4,16,6,6,4,9904,3,1,2015-09-12
"12715","10208",9904,3,0,9,2,15,3,NA,3,9789,4,-1,2015-09-12
"12716","10209",10269,3,0,24,7,19,5,7,1,8177,2,-1,2015-09-12
"12717","10210",8226,2,0,15,7,13,5,3,1,8697,4,-3,2015-09-13
"12718","10210",8697,4,0,14,3,22,6,4,4,8226,1,3,2015-09-13
"12719","10211",8234,2,0,21,2,11,4,2,NA,NA,NA,NA,2015-09-12
"12720","10211",8721,3,0,21,5,17,8,9,NA,NA,NA,NA,2015-09-12
"12721","10212",8178,3,0,9,1,17,4,5,NA,NA,NA,NA,2015-09-20
"12722","10212",9789,1,0,11,3,10,11,7,NA,NA,NA,NA,2015-09-20
"12723","10213",8177,2,0,23,5,9,4,5,NA,NA,NA,NA,2015-09-19
"12724","10213",8721,1,0,20,7,16,3,6,NA,NA,NA,NA,2015-09-19
"12725","10214",9810,4,0,19,11,17,5,2,NA,NA,NA,NA,2015-09-19
"12726","10215",10189,3,0,6,5,17,7,3,NA,NA,NA,NA,2015-09-20
"12727","10215",10269,3,0,24,6,10,11,12,NA,NA,NA,NA,2015-09-20
"12728","10216",8406,1,0,14,7,11,11,6,NA,NA,NA,NA,2015-09-20
"12729","10216",9904,4,0,20,6,15,7,6,NA,NA,NA,NA,2015-09-20
"12730","10217",8234,4,0,14,5,16,4,5,NA,NA,NA,NA,2015-09-19
"12731","10217",8697,3,1,14,8,24,5,8,NA,NA,NA,NA,2015-09-19
"12732","10218",9788,3,0,18,2,16,8,1,NA,NA,NA,NA,2015-09-19
"12733","10219",8226,2,0,9,8,15,6,5,1,9905,3,-2,2015-09-18
"12734","10219",9905,1,0,19,6,13,5,6,3,8226,1,2,2015-09-18
"12735","10220",8262,2,0,7,1,11,3,2,NA,NA,NA,NA,2015-09-19
"12736","10220",9823,1,0,19,5,8,4,10,NA,NA,NA,NA,2015-09-19
"12737","10221",8721,2,0,9,1,12,1,4,1,9823,5,-4,2015-09-22
"12738","10221",9823,1,0,17,5,11,8,4,5,8721,1,4,2015-09-22
"12739","10222",9810,2,0,28,7,17,9,5,NA,NA,NA,NA,2015-09-23
"12740","10222",10189,2,0,25,5,9,5,5,NA,NA,NA,NA,2015-09-23
"12741","10223",8178,3,0,22,11,15,5,9,NA,NA,NA,NA,2015-09-23
"12742","10224",8406,5,0,14,2,21,7,3,2,9788,4,-2,2015-09-23
"12743","10224",9788,2,0,5,6,20,9,7,4,8406,2,2,2015-09-23
"12744","10225",9904,3,0,15,3,15,2,5,1,10269,3,-2,2015-09-23
"12745","10225",10269,3,0,20,7,17,11,4,3,9904,1,2,2015-09-23
"12746","10226",8177,1,0,29,6,12,9,6,NA,NA,NA,NA,2015-09-22
"12747","10226",8722,1,0,12,1,14,6,5,NA,NA,NA,NA,2015-09-22
"12748","10227",8226,2,0,11,5,15,3,5,1,9789,1,0,2015-09-23
"12749","10227",9789,1,0,22,4,13,7,7,1,8226,1,0,2015-09-23
"12750","10228",8234,2,0,21,8,15,5,6,1,9790,2,-1,2015-09-22
"12751","10228",9790,1,0,18,5,16,3,5,2,8234,1,1,2015-09-22
"12752","10229",8262,3,0,21,5,20,3,4,2,8697,1,1,2015-09-22
"12753","10229",8697,2,0,20,1,16,2,6,1,8262,2,-1,2015-09-22
"12754","10230",8262,2,0,9,NA,12,2,1,2,9789,2,0,2015-09-27
"12755","10231",8721,2,0,33,9,12,12,7,1,9904,1,0,2015-09-26
"12756","10231",9904,2,0,13,NA,9,6,2,1,8721,1,0,2015-09-26
"12757","10232",9790,1,0,20,4,14,5,6,NA,NA,NA,NA,2015-09-26
"12758","10232",10189,3,0,13,4,13,5,3,NA,NA,NA,NA,2015-09-26
"12759","10233",9788,1,0,7,3,14,3,3,2,10269,2,0,2015-09-26
"12760","10233",10269,4,0,15,12,14,11,7,2,9788,2,0,2015-09-26
"12761","10234",8226,4,0,5,3,9,2,6,3,8406,1,2,2015-09-26
"12762","10234",8406,1,0,26,7,8,17,10,1,8226,3,-2,2015-09-26
"12763","10235",8178,2,0,19,6,15,5,8,NA,NA,NA,NA,2015-09-26
"12764","10235",8697,1,0,18,2,12,3,6,NA,NA,NA,NA,2015-09-26
"12765","10236",8177,1,0,14,3,14,8,4,1,9810,1,0,2015-09-27
"12766","10236",9810,2,0,24,7,10,3,6,1,8177,1,0,2015-09-27
"12767","10237",8234,3,0,9,4,15,7,6,1,8722,1,0,2015-09-25
"12768","10237",8722,2,0,21,8,14,5,8,1,8234,1,0,2015-09-25
"12769","10238",9823,1,0,9,4,11,8,5,NA,NA,NA,NA,2015-09-26
"12770","10238",9905,1,0,7,3,16,1,4,NA,NA,NA,NA,2015-09-26
"12771","10239",9789,1,0,7,4,9,5,4,1,9823,5,-4,2015-10-04
"12772","10239",9823,3,0,21,5,14,6,4,5,9789,1,4,2015-10-04
"12773","10240",8722,2,0,10,2,12,3,6,NA,NA,NA,NA,2015-10-04
"12774","10240",10189,2,0,41,3,15,10,6,NA,NA,NA,NA,2015-10-04
"12775","10241",8178,2,0,20,9,14,12,11,NA,NA,NA,NA,2015-10-04
"12776","10241",8406,3,0,6,1,22,1,2,NA,NA,NA,NA,2015-10-04
"12777","10242",8721,3,0,14,1,13,4,6,NA,NA,NA,NA,2015-10-03
"12778","10242",9788,2,0,7,3,15,3,5,NA,NA,NA,NA,2015-10-03
"12779","10243",8697,1,0,18,6,11,11,7,NA,NA,NA,NA,2015-10-03
"12780","10243",9904,4,0,9,7,17,8,1,NA,NA,NA,NA,2015-10-03
"12781","10244",8177,1,0,11,4,13,5,4,NA,NA,NA,NA,2015-10-03
"12782","10244",9790,1,0,15,5,15,6,2,NA,NA,NA,NA,2015-10-03
"12783","10245",8226,3,0,7,6,12,2,3,2,10269,2,0,2015-10-03
"12784","10245",10269,1,0,19,5,16,9,6,2,8226,2,0,2015-10-03
"12785","10246",8234,1,0,23,4,11,5,4,NA,NA,NA,NA,2015-10-03
"12786","10246",9810,2,0,18,3,11,4,7,NA,NA,NA,NA,2015-10-03
"12787","10247",8262,1,0,22,2,12,3,7,3,9905,3,0,2015-10-02
"12788","10247",9905,2,0,8,6,20,8,2,3,8262,3,0,2015-10-02
"12789","10248",8177,4,1,16,6,16,5,2,1,10189,2,-1,2015-10-17
"12790","10248",10189,3,0,26,7,18,9,8,2,8177,1,1,2015-10-17
"12791","10249",8721,4,0,15,5,14,7,6,4,8226,2,2,2015-10-17
"12792","10250",8178,2,0,16,5,19,5,3,NA,NA,NA,NA,2015-10-17
"12793","10250",9790,6,0,10,3,22,5,3,NA,NA,NA,NA,2015-10-17
"12794","10251",8234,1,0,18,5,7,5,4,1,10269,1,0,2015-10-18
"12795","10251",10269,4,0,18,6,18,5,5,1,8234,1,0,2015-10-18
"12796","10252",8262,3,0,10,4,17,4,4,NA,NA,NA,NA,2015-10-17
"12797","10252",8406,2,0,16,2,13,10,9,NA,NA,NA,NA,2015-10-17
